ACTIVE,DOCUMENT_ID,TITLE,QUICK_CODE,SUMMARY,VERSION,REVISION,CAN_DOWNLOAD_BINARY,CAN_DOWNLOAD_CONTENT,LAST_MODIFIED_DATETIME,DOWNLOAD_AS_PDF,TYPE,SHOW_IN_OFFICE_ONLINE_VIEWER,IS_EDITABLE_FORM,IS_PRINTABLE,DOCUMENT_TYPE_ID,DOCUMENT_TYPE_NAME,DOCUMENT_TYPE_MINI_ID,DOCUMENT_TYPE_MINI_NAME,PRINT_HEADER_REQUIRED,CAN_BE_COMPARED,CAN_BE_EDITED,CAN_CHECK_DOCUMENT,MARKED_AS_FAVORITE,FOLDER_MINI_FOLDER_ID,FOLDER_MINI_FOLDER_NAME,FOLDER_MINI_FULL_PATH,STATE,CHECK_DATE,HAS_DELETE_PUBLISHED_PERMISSION,ORIGINAL_TYPE,LANGUAGE,DOWNLOAD_BINARY_EXTENSION,MIME_TYPE,OFFICE_PRINT_COVER_PAGE_MODE,ATTENTION_REQUIRED_FLAGS
True,396a82de-c3c6-4f11-91e0-f887bcd6217d,Overzicht HR adviseurs,HFQ-85-R,,2,0,True,False,20260317150723,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,21,HR documenten,Cordaan\HR\HR documenten,published,20280317,False,none,nl-NL,pdf,application/pdf,not_used,
True,39aa7e6d-ad19-476f-b942-ee083d5ddacd,Markant Menukaart informele zorg,6-YWM-22,"Menukaart Markant Markant, centrum voor mantelzorg, heeft een groot aanbod aan diensten en producten voor de ondersteuning van mantelzorgers en voor professionals die in hun werk met mantelzorgers te maken hebben. Dit wordt toegelicht in dit document.",1,0,True,False,20240801083230,True,file,False,False,True,5,PDF document,5,PDF document,True,False,False,False,False,37,Kwaliteit,Cordaan\Zorg inhoud\Kwaliteit,published,20260703,False,none,nl-NL,pdf,application/pdf,not_used,
True,39c7dd55-79e5-4bd2-ac71-9203b2b20681,Zelfredzaamheidsmodel - Zorg in de Wijk,84-TN-NB,"De route van zelfredzaamheid, innovatie, informele en formele zorg",3,0,True,False,20250115123312,True,file,False,False,True,5,PDF document,5,PDF document,True,False,False,False,False,36,ONS/ECD,Cordaan\ONS/ECD,published,20260115,False,none,nl-NL,pdf,application/pdf,not_used,"[""check_date_exceeded""]"
True,39c98f7f-3138-4538-8901-ee6969c4323c,Ontruimingsplan Gerrie Knetemannlaan,22-BW-WD,Ontruimingsplan Gerrie Knetemannlaan,2,0,True,False,20260225121317,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,24,Facilitaire zaken,Cordaan\Facilitaire zaken,published,20270225,False,none,nl-NL,pdf,application/pdf,not_used,
True,3a5ba745-37fe-475a-8950-d2ebcf3ff333,"Werkinstructie werken in keuken in een woonvorm, huiskamer, dagbesteding en afdelingskeuken",NGQ-68-T,"Werkinstructie werken in keuken in een woonvorm, huiskamer, dagbesteding en afdelingskeuken.

Handen wassen, Desinfectie

Hygienisch werken

Hygienecode

Temperatuurcontrole en registratie

HACCP

Hygiëne",1,0,True,False,20241008132642,True,file,False,False,True,5,PDF document,5,PDF document,True,False,False,False,False,24,Facilitaire zaken,Cordaan\Facilitaire zaken,published,20260520,False,none,nl-NL,pdf,application/pdf,not_used,"[""check_date_approaches""]"
True,3a60d2f9-e837-49f8-b3f0-f44e4835b7f4,Proces inzet zorgdomotica,PVP-86-D,,2,0,True,False,20260326144337,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,28,Zorgdomotica,Cordaan\ICT\Zorgdomotica,published,20270326,False,none,nl-NL,pdf,application/pdf,not_used,
True,3adc1e04-2c6e-43e0-883e-f8825814b460,Inkoopprocedure Cordaan,46-FW-KQ,Inkoopprocedure,1,0,True,False,20241008132641,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,24,Facilitaire zaken,Cordaan\Facilitaire zaken,published,20261008,False,none,nl-NL,pdf,application/pdf,not_used,
True,3ae18274-7d17-480f-8aac-7cbeebbdafd4,Dashboard Verplichte Vragenlijsten (ONS),47-YMJ-8,"Leeswijzer: Dashboard Verplichte Vragenlijsten _ONS 
Doelstelling en algemene informatie Dit workbook bestaat uit verschillende sheets voor de verplichte vragenlijsten per domein. Hierop wordt inzichtelijk voor welke cliënten de verplichte vragenlijsten zji ingevuld of niet",4,0,True,False,20260206071833,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,42,Dashboard leeswijzers,Cordaan\Cordaan Informatie Systeem (CIS)\Dashboard leeswijzers,published,20270206,False,none,nl-NL,pdf,application/pdf,not_used,
True,3b471f3f-326d-4bec-ac93-16dbcb97a2de,Manager Risicomanagement & Financial Control,DD-87-CW,,1,0,True,False,20221205130203,True,file,False,False,True,5,PDF document,5,PDF document,True,False,False,False,False,20,Functiebeschrijvingen,Cordaan\HR\Functiebeschrijvingen,published,20270401,False,none,nl-NL,pdf,application/pdf,not_used,
True,3b4d005a-de80-453a-944c-86f8dce607f0,Beslisboom plaatsing WmzO,85-QXR-2,"Dit betreft de beslisboom voor het beoordelen en plaatsen van cliënten binnen het domein WmzO, vastgesteld op 2 april 2026

In het kort:
-	Cliënten worden volgens deze nieuwe afspraken gescreend en beoordeeld door het CSB
-	Alleen als er sprake is van de beschreven uitzonderingen is er ook een beoordeling nodig van team of van de SO > binnen 2 werkdagen vindt terugkoppeling van de beoordeling plaats aan het CSB
-	Bij vrije capaciteit vraagt het CSB bij locatie om opnamedatum/tijdstip voor de client die aan de beurt is > binnen 1 werkdag wordt de opnamedatum toegestuurd aan het CSB
-	Bij een aantal vastgelegde bijzonderheden wordt het team geïnformeerd zodat mogelijk maatregelen kunnen worden getroffen > binnen 2 werkdagen wordt de opnamedatum gestuurd aan het CSB
-	Opnamedatum vindt altijd plaats:
o	uiterlijk 8 dagen na overlijden
o	of 1 dag na geplande verhuizing
-	Opnames kunnen 5 dagen per week plaatsvinden",3,0,True,False,20260407133352,True,file,False,False,True,5,PDF document,5,PDF document,True,False,False,False,False,33,CSB,Cordaan\CSB,published,20270407,False,none,nl-NL,pdf,application/pdf,not_used,
True,3b76a7d1-f793-456c-ae2c-68783a723653,Fysiotherapeut-oefentherapeut,X-828-DF,,1,0,True,False,20241023125115,True,file,False,False,True,5,PDF document,5,PDF document,True,False,False,False,False,20,Functiebeschrijvingen,Cordaan\HR\Functiebeschrijvingen,published,20270401,False,none,nl-NL,pdf,application/pdf,not_used,
True,3b989732-a336-4097-9513-590ccdf8fa61,Reglement Interne Bezwarencommissie FWG,57-NT-RR,,1,0,True,False,20221205130523,True,file,False,False,True,5,PDF document,5,PDF document,True,False,False,False,False,21,HR documenten,Cordaan\HR\HR documenten,published,20270403,False,none,nl-NL,pdf,application/pdf,not_used,
True,3bb82a09-b460-462d-aed7-2c7d6004868c,Profiel aandachtsfunctionaris medicatieveiligheid VGZ/GGZ,NB-74-TX,Profiel van de taken van een aandachtsvelder medicatieveiligheid in de VGZ en GGZ,1,0,True,False,20241021075137,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,12,Zorg inhoud,Cordaan\Zorg inhoud,published,20260929,False,none,nl-NL,pdf,application/pdf,not_used,
True,3c37ad1d-80a4-4f05-9a87-19f503022a02,Samenvattingskaart palliatieve kit,HK-48-67,zie ook Handboek palliatieve kit,1,0,True,False,20250110140008,True,file,False,False,True,5,PDF document,5,PDF document,True,False,False,False,False,37,Kwaliteit,Cordaan\Zorg inhoud\Kwaliteit,published,20260110,False,none,nl-NL,pdf,application/pdf,not_used,"[""check_date_exceeded""]"
True,3c482950-86e8-48a0-af94-560051bd8eea,Beheerder financiële lasten Huisvesting,HPN-88-R,Functienaam Beheerder Financiële lasten Huisvesting ,2,0,True,False,20230922132013,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,20,Functiebeschrijvingen,Cordaan\HR\Functiebeschrijvingen,published,20270401,False,none,nl-NL,pdf,application/pdf,not_used,
True,3c8208f5-dee5-43f9-8544-cf6912f4a3b3,Beleidsadviseur B - bijlage tbv de functie Beleidsadviseur Huishouden,BGH-45-H,,1,0,True,False,20241204124733,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,20,Functiebeschrijvingen,Cordaan\HR\Functiebeschrijvingen,published,20261204,False,none,nl-NL,pdf,application/pdf,not_used,
True,3cc53223-5cb4-4d1a-89be-8bcf99e0b981,Addendum Triple C coach,CFF-55-W,,1,0,True,False,20221205130523,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,20,Functiebeschrijvingen,Cordaan\HR\Functiebeschrijvingen,published,20280127,False,none,nl-NL,pdf,application/pdf,not_used,
True,3d16e01f-1b8e-44b8-8a8c-e9a7d3dbcb3a,Handreiking bij boekje Praten over seks,62-WV-FQ,Deze handreiking kunnen begeleiders samen met het boekje ‘Praten over seks’ met cliënten doornemen en bespreken. ,1,0,True,False,20240215155041,True,file,False,False,True,5,PDF document,5,PDF document,True,False,False,False,False,37,Kwaliteit,Cordaan\Zorg inhoud\Kwaliteit,published,20270121,False,none,nl-NL,pdf,application/pdf,not_used,
True,3d89e924-6321-46e1-b4e7-7bad15a13937,Zorg en de financiering in de laatste levensfase,45-GG-27,"Geeft een overzicht van palliatieve en terminale zorg, inclusief de vier fasen van palliatieve zorg en de financieringsmogelijkheden. ",6,0,True,False,20250115123521,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,37,Kwaliteit,Cordaan\Zorg inhoud\Kwaliteit,published,20260115,False,none,nl-NL,pdf,application/pdf,not_used,"[""check_date_exceeded""]"
True,3dd76c5f-27e1-4923-86f0-75905c097f55,WLZ verpleegkundige,87-RD-25,,2,0,True,False,20221205130207,True,file,False,False,True,5,PDF document,5,PDF document,True,False,False,False,False,20,Functiebeschrijvingen,Cordaan\HR\Functiebeschrijvingen,published,20280127,False,none,nl-NL,pdf,application/pdf,not_used,
True,3de17120-5624-419d-b0ac-8688daff1528,Teamleider Cordaan Academie,65-YTB-5,,1,0,True,False,20241023125115,True,file,False,False,True,5,PDF document,5,PDF document,True,False,False,False,False,20,Functiebeschrijvingen,Cordaan\HR\Functiebeschrijvingen,published,20280127,False,none,nl-NL,pdf,application/pdf,not_used,
True,3e3475a4-1d4e-4c01-b194-25a58ea6e2a4,Depressieprotocol V&V,VH-QM-27,,2,0,True,False,20230323154724,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,12,Zorg inhoud,Cordaan\Zorg inhoud,published,20220615,False,none,nl-NL,pdf,application/pdf,not_used,"[""new_draft_being_created""]"
True,3e7a8f3c-df4e-4acf-9bbc-b19d6fd052b8,Trajectplan Warme overdracht,NB-XM-76,Trajectplan Warme overdracht,5,0,True,False,20260424133923,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,33,CSB,Cordaan\CSB,published,20270129,False,none,nl-NL,pdf,application/pdf,not_used,
True,3f03564e-dfc0-4b7e-b316-bdac8dab9a8c,Ontruimingsplan Ketelmakerij,46-RF-RY,Ontruimingsplan Ketelmakerij update oktober 2025,3,0,True,False,20260127092125,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,24,Facilitaire zaken,Cordaan\Facilitaire zaken,published,20270127,False,none,nl-NL,pdf,application/pdf,not_used,
True,3f736b48-ab94-455a-81e4-6fb5c768cf14,Senior medewerker servicedesk,56-RF-TQ,,1,0,True,False,20241023125115,True,file,False,False,True,5,PDF document,5,PDF document,True,False,False,False,False,20,Functiebeschrijvingen,Cordaan\HR\Functiebeschrijvingen,published,20270611,False,none,nl-NL,pdf,application/pdf,not_used,
True,406b2391-b24c-47da-b798-97acd123dcb1,Zorgplan bespreking en Multidisicplinair Overleg (MDO),RK-825-X,Deze procedure beschrijft de stappen voor de bespreking van het zorgplan en het multidisciplinair overleg binnen het domein Wonen met Zorg voor Ouderen,3,0,True,False,20230717185413,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,37,Kwaliteit,Cordaan\Zorg inhoud\Kwaliteit,published,20250628,False,none,nl-NL,pdf,application/pdf,not_used,"[""check_date_exceeded""]"
True,407ef26d-528a-43b4-a6fa-c7c9475cb905,Functiebeschrijving - verzorgende D,G-855-CN,,1,0,True,False,20221205130207,True,file,False,False,True,5,PDF document,5,PDF document,True,False,False,False,False,20,Functiebeschrijvingen,Cordaan\HR\Functiebeschrijvingen,published,20260530,False,none,nl-NL,pdf,application/pdf,not_used,"[""check_date_approaches""]"
True,408b5fa6-5786-4441-b4b7-c24ce89a25ff,Toestemmingsformulier maken en publiceren fotos videos en audio,2-CCN-25,"Bij Cordaan delen we graag verhalen en ervaringen uit de praktijk. Dat doen we persoonlijk, via tekst én met foto’s, video’s of geluidsfragmenten. Zo willen we geïnteresseerden, familieleden, collega’s en andere betrokkenen informeren over onze organisatie en laten zien wat er bij ons gebeurt. Transparantie en kennisdeling staan bij ons hoog in het vaandel.",7,0,True,False,20260318104641,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,30,Privacy en informatiebeveiliging,Cordaan\Privacy en informatiebeveiliging,published,20270318,False,none,nl-NL,pdf,application/pdf,not_used,
True,411105ef-b569-4ac1-951b-422a3a901208,WLZ tafel GGZ,WYW-86-V,,3,0,True,False,20260501132344,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,33,CSB,Cordaan\CSB,published,20270129,False,none,nl-NL,pdf,application/pdf,not_used,
True,411a37e2-2fd9-45c9-a20d-57f3574b2822,BRMO Protocol,76-84-TH,,1,2,True,False,20241217091237,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,12,Zorg inhoud,Cordaan\Zorg inhoud,published,20240501,False,none,nl-NL,pdf,application/pdf,not_used,"[""check_date_exceeded""]"
True,412b9819-efcc-486d-93f0-98390cb0ae74,Basisarts,54-BQT-7,,1,0,True,False,20241202114739,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,20,Functiebeschrijvingen,Cordaan\HR\Functiebeschrijvingen,published,20261202,False,none,nl-NL,pdf,application/pdf,not_used,
True,41436145-b014-46b1-906e-b971bd864e9b,Personenalarmering: aanvraag Eurocross (cliënten Zilveren Kruis) - Zorg in de Wijk,65-TW-57,aanvraagformulier van persoonsalarmering voor cliënten die bij Zilveren Kruis zijn verzekerd. de alarmopvolging gaat via het eigen netwerk van de cliënt of via Roza Zorg. De documenten vanuit Roza Zorg volgen nog. ,1,0,True,False,20240110153440,True,file,False,False,True,5,PDF document,5,PDF document,True,False,False,False,False,37,Kwaliteit,Cordaan\Zorg inhoud\Kwaliteit,published,20260115,False,none,nl-NL,pdf,application/pdf,not_used,"[""check_date_exceeded""]"
True,41543604-3a3e-4487-b6c2-991c5a89530c,Kader samenwerking VS-SO,CC-42-TF,"Kader samenwerking tussen VS en SO binnen Cordaan, gebaseerd op geldende wet- en regelgeving. 
Verbijzondering per domein volgt. ",4,0,True,False,20250605180549,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,36,ONS/ECD,Cordaan\ONS/ECD,published,20270601,False,none,nl-NL,pdf,application/pdf,not_used,
True,4183c7f0-8102-4603-9a87-bfef3d6f3a19,Afvoeren privacygevoelig afval medicatieproces VGZ en GGZ,BRK-22-W,In deze procedure kunnen teams lezen hoe ze privacygevoelig afval af kunnen voeren ,4,0,True,False,20260302080421,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,37,Kwaliteit,Cordaan\Zorg inhoud\Kwaliteit,published,20270302,False,none,nl-NL,pdf,application/pdf,not_used,
True,41ea49ed-8b33-4a18-9d07-f5fdc4e047e6,Toetsingskader onvrijwillige zorg augustus 2024,2-DRH-58,"In dit toetsingskader staat waarop de inspectie toetst bij het toezicht op onvrijwillige zorg voor zorgaanbieders die onvrijwillige zorg verlenen aan 
mensen cliënten met een psychogeriatrische aandoening1 of verstandelijke beperking die te maken krijgen met onvrijwillige zorg of daaraan 
gelijkgestelde ingrijpende vormen van zorg2. Daarbij kijkt de inspectie naar een aantal onderwerpen",1,0,True,False,20250427130053,True,file,False,False,True,5,PDF document,5,PDF document,True,False,False,False,False,37,Kwaliteit,Cordaan\Zorg inhoud\Kwaliteit,published,20270408,False,none,nl-NL,pdf,application/pdf,not_used,
True,43863ffa-32b6-4530-897f-97c60dc6532e,Ontruimingsplan Cordaan Geuzenhoek,D-784-WX,Ontruimingsplan Cordaan Geuzenhoek,2,0,True,False,20260422145343,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,24,Facilitaire zaken,Cordaan\Facilitaire zaken,published,20270422,False,none,nl-NL,pdf,application/pdf,not_used,
True,439c8bb7-2e83-4d36-8ce6-bd34810d0006,Muziek agoog,RXC-75-F,,1,0,True,False,20221205130206,True,file,False,False,True,5,PDF document,5,PDF document,True,False,False,False,False,20,Functiebeschrijvingen,Cordaan\HR\Functiebeschrijvingen,published,20260530,False,none,nl-NL,pdf,application/pdf,not_used,"[""check_date_approaches""]"
True,43a39d9f-bf4d-4980-8f63-e0cc6d4105c3,Medewerker administratie B,FVP-27-N,,1,0,True,False,20250820111121,True,file,False,False,True,5,PDF document,5,PDF document,True,False,False,False,False,20,Functiebeschrijvingen,Cordaan\HR\Functiebeschrijvingen,published,20270820,False,none,nl-NL,pdf,application/pdf,not_used,
True,43cac95f-4b9d-4c99-b0f7-11709456fca4,Zorgcontinuïteitplan Overleg en Bazelhof,GY-45-65,Om de zorgcontinuiteit van de clienten te waarborgen na een calamiteit.,2,0,True,False,20240926121447,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,24,Facilitaire zaken,Cordaan\Facilitaire zaken,published,20261029,False,none,nl-NL,pdf,application/pdf,not_used,
True,445454ab-a2e7-45f5-af28-2c33265752fb,Procedure Wat te doen bij escalerend gedrag van cliënten,2-YVY-28,"Uitgebreide versie: het geven van handvatten hoe om te gaan met grensoverschrijdend gedrag van cliënten, binnen het kader van de wetgeving en zorgvuldige zorg, en uitgaande van traumasensitief werken. De veiligheid van de cliënt zelf, mede cliënten en medewerkers staat voorop. 

Het gaat in deze procedure om cliënten die onder het wettelijk kader van de Wlz vallen. Dit geldt voor mensen die bij ons wonen, ambulante zorg ontvangen en dagbesteding hebben.",5,0,True,False,20260122153821,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,37,Kwaliteit,Cordaan\Zorg inhoud\Kwaliteit,published,20270115,False,none,nl-NL,pdf,application/pdf,not_used,
True,445c669d-a1cf-4152-a66a-8041b859b834,Cliëntvertrouwenspersoon,2-GFD-62,,1,0,True,False,20221205130202,True,file,False,False,True,5,PDF document,5,PDF document,True,False,False,False,False,20,Functiebeschrijvingen,Cordaan\HR\Functiebeschrijvingen,published,20270401,False,none,nl-NL,pdf,application/pdf,not_used,
True,44ada96d-727d-4985-aaa6-a0969fa1b952,Protocol extreme weersomstandigheden,7-QKN-68,"Goede voorbereiding op extreme weersomstandigheden is erg belangrijk. Zorg er daarom voor dat de volgende plannen altijd op orde en actueel zijn, deze vormen de basis van het goed en veilig omgaan bij extreme weersomstandigheden.",1,0,True,False,20260122121424,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,24,Facilitaire zaken,Cordaan\Facilitaire zaken,published,20270301,False,none,nl-NL,pdf,application/pdf,not_used,
True,44c4690b-9c51-4953-842a-0efe5a6273fb,Dit vind ik ervan! (DVIE!) - Gesprekslijst - Ik zie en vertel,VT-78-87,'Dit vind ik ervan! - Ik zie en vertel' wordt gebruikt bij de onderzoekende dialoog met de verwant. In ONS dient de profielvragenlijst DVIE! te worden ingevuld. Deze gesprekslijst kan als hulpmiddel worden gebruikt tijdens het gesprek.,1,0,True,False,20240923153457,True,file,False,False,True,5,PDF document,5,PDF document,True,False,False,False,False,37,Kwaliteit,Cordaan\Zorg inhoud\Kwaliteit,published,20261006,False,none,nl-NL,pdf,application/pdf,not_used,
True,45531c2f-043a-446b-af49-fa7a0d26aaec,Cordaan visie Duurzame Zorg,TC-442-P,Visie duurzame zorg,1,0,True,False,20250612140019,True,file,False,False,True,5,PDF document,5,PDF document,True,False,False,False,False,24,Facilitaire zaken,Cordaan\Facilitaire zaken,published,20260612,False,none,nl-NL,pdf,application/pdf,not_used,"[""check_date_approaches""]"
True,45732952-36ef-4aa0-9473-047929e9a9c4,Welkomstbericht voor PNIL - Zorg in de Wijk,RW-554-J,Informatie voor PNIL-medewerkers die komen werken bij Zorg in de Wijk.,10,0,True,False,20250904143439,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,21,HR documenten,Cordaan\HR\HR documenten,published,20270822,False,none,nl-NL,pdf,application/pdf,not_used,
True,45bc7ffc-5188-4044-a9fe-673af55aa25e,Procedure overlast bij ambulant wonende cliënten,44-VP-48,In deze procedure staat beschreven wat je moet doen indien er sprake is van overlast door/bij ambulant wonende cliënten. En wat je kunt doen om dit te voorkomen,8,0,True,False,20250307153140,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,37,Kwaliteit,Cordaan\Zorg inhoud\Kwaliteit,published,20260327,False,none,nl-NL,pdf,application/pdf,not_used,"[""check_date_exceeded""]"
True,460ccb9f-7e56-4e45-bb93-52ebd7283c5e,Verzorgende B (V&V),47-65-DD,,1,0,True,False,20221205130205,True,file,False,False,True,5,PDF document,5,PDF document,True,False,False,False,False,20,Functiebeschrijvingen,Cordaan\HR\Functiebeschrijvingen,published,20270401,False,none,nl-NL,pdf,application/pdf,not_used,
True,464e2c08-4439-46e3-b092-89850dbaf2cb,Instructievideo gebruik chirurgisch mondneusmasker,TC-45-MX,Instructievideo gebruik chirurgisch mondneusmasker,2,0,False,True,20260207113557,False,interactive,False,False,True,11,Interactief document,11,Interactief document,True,False,False,False,False,37,Kwaliteit,Cordaan\Zorg inhoud\Kwaliteit,published,20270207,False,none,nl-NL,,,,
True,46606993-69ad-468c-bd31-4923a6c9fc9b,Methodiekenpalet VGZ  GGZ WD Jeugd,WR-27-88,"In dit document staan de methodieken beschreven die gebruikt worden in de VGZ, GGZ, W&D en Jeugd.
Daarnaast staat het proces beschreven mbt het evalueren van methodieken en het vaststellen van een nieuwe methodiek.",4,0,True,False,20260320085105,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,12,Zorg inhoud,Cordaan\Zorg inhoud,published,20270319,False,none,nl-NL,pdf,application/pdf,not_used,
True,468415e2-d721-4cd4-ab02-16166a94747c,kwaliteitsverpleegkundige,GT-452-N,beschrijving van taken van de kwaliteitsverpleegkundige,1,0,True,False,20241213130850,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,20,Functiebeschrijvingen,Cordaan\HR\Functiebeschrijvingen,published,20261213,False,none,nl-NL,pdf,application/pdf,not_used,
True,470fc641-5c98-4f80-873d-d5a46860fe79,Richtlijnen proces van plannen in ONS ZidW,22-PRB-6,"Richtlijnen proces van plannen Zorg in de Wijk in ONS (ZidW)
",3,0,True,False,20221031132306,True,file,False,False,True,5,PDF document,5,PDF document,True,False,False,False,False,12,Zorg inhoud,Cordaan\Zorg inhoud,published,20231031,False,none,nl-NL,pdf,application/pdf,not_used,"[""check_date_exceeded""]"
True,47197957-5bdd-4fde-a10b-7f1808f34fb1,Beleid Zorgdomotica,JJ-46-55,,3,0,True,False,20260326144205,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,28,Zorgdomotica,Cordaan\ICT\Zorgdomotica,published,20270326,False,none,nl-NL,pdf,application/pdf,not_used,
True,47613ae0-7ada-4fae-9e60-3d8fe0983368,Personenalarmering en opvolging Zilveren Kruis,H-477-QB,In dit document geeft Zilveren Kruis aan hoe de persoonsalarmering en opvolging voor de cliënten die in Amsterdam bij Zilveren Kruis verzekerd zijn. Dit is het beleid vanaf 1-1-2023. ,1,0,True,False,20240110153441,True,file,False,False,True,5,PDF document,5,PDF document,True,False,False,False,False,37,Kwaliteit,Cordaan\Zorg inhoud\Kwaliteit,published,20260115,False,none,nl-NL,pdf,application/pdf,not_used,"[""check_date_exceeded""]"
True,47d34944-7c1c-4119-a690-93b3801ea848,Beleidsadviseur Zorgontwikkeling (senior),4-NHC-84,,1,0,True,False,20221205130202,True,file,False,False,True,5,PDF document,5,PDF document,True,False,False,False,False,20,Functiebeschrijvingen,Cordaan\HR\Functiebeschrijvingen,published,20270401,False,none,nl-NL,pdf,application/pdf,not_used,
True,47d9e02e-d2aa-4149-a2ab-a15182c38545,Secretarieel medewerker B,78-FT-22,,1,0,True,False,20221205130204,True,file,False,False,True,5,PDF document,5,PDF document,True,False,False,False,False,20,Functiebeschrijvingen,Cordaan\HR\Functiebeschrijvingen,published,20270401,False,none,nl-NL,pdf,application/pdf,not_used,
True,47e9c36a-2c2a-495c-8277-5239a332214f,Handleiding Beeldzorg - zidw,WH-588-G,"Alle informatie voor het leveren van beeldzorg voor reguliere wijkteams, zorgeloos thuis teams en beeldzorgteam. Werkwijzen - gebruik Carescreen - indicatietips - wie doet wat. ",4,0,True,False,20260506142312,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,37,Kwaliteit,Cordaan\Zorg inhoud\Kwaliteit,published,20270506,False,none,nl-NL,pdf,application/pdf,not_used,
True,47ec82a0-3393-46c8-8def-547c68c6277a,Stappenplan WZD (Actiz),RG-28-77,Infografic van het stappenplan van de Wet Zorg en Dwang,2,0,True,False,20241029102526,True,file,False,False,True,5,PDF document,5,PDF document,True,False,False,False,False,37,Kwaliteit,Cordaan\Zorg inhoud\Kwaliteit,published,20260929,False,none,nl-NL,pdf,application/pdf,not_used,
True,48167691-faf4-44a9-9da7-576812f7219e,Competentiehandboek VGZ,68-KQP-8,,1,0,True,False,20221205130205,True,file,False,False,True,5,PDF document,5,PDF document,True,False,False,False,False,21,HR documenten,Cordaan\HR\HR documenten,published,20250308,False,none,nl-NL,pdf,application/pdf,not_used,"[""check_date_exceeded""]"
True,4857e165-2637-490d-b705-e3079bc4ad16,Bereikbaarheid stroomdiagram Ouderenzorg,78-YH-76,,1,0,True,False,20250115135203,True,file,False,False,True,5,PDF document,5,PDF document,True,False,False,False,False,37,Kwaliteit,Cordaan\Zorg inhoud\Kwaliteit,published,20260115,False,none,nl-NL,pdf,application/pdf,not_used,"[""check_date_exceeded""]"
True,4896c868-a710-4ee5-9c44-c795f30057c7,Handleiding betaalopdracht,DMT-64-R,"Handleiding bevat uitleg over het aanvragen van een losse betaalopdracht (losse uitbetaling via de bank).
",2,0,True,False,20260331114539,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,22,Financiën,Cordaan\Financiën,published,20270217,False,none,nl-NL,pdf,application/pdf,not_used,
True,48a34ad8-a414-444c-99e7-0f665821340f,Richtlijn meerweeks logeren,DMK-57-C,Samenvatting van de te doorlopen stappen bij meerweeks logeren,1,1,True,False,20260312141649,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,37,Kwaliteit,Cordaan\Zorg inhoud\Kwaliteit,published,20270411,False,none,nl-NL,pdf,application/pdf,not_used,
True,48f0c5e9-85d2-4f0f-85e3-cf6d5bbadc4c,Ontruimingsplan De Die,TC-HG-87,Ontruimingsplan de Die,2,0,True,False,20251013093013,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,24,Facilitaire zaken,Cordaan\Facilitaire zaken,published,20261013,False,none,nl-NL,pdf,application/pdf,not_used,
True,49056e1d-075e-40de-bfd9-97b88349bf53,Assistent begeleider reflex VGZ,RQ-52-RX,Functienaam Assistent begeleider reflex VGZ ,2,0,True,False,20230922115134,True,file,False,False,True,2,Word document,2,Word document,True,False,False,False,False,20,Functiebeschrijvingen,Cordaan\HR\Functiebeschrijvingen,published,20280127,False,none,nl-NL,pdf,application/pdf,not_used,
